SampleID,Population,Temp.Treatment,Date.Started,Larval.Survival,Date.Larval.Death,Larval.Diapause,Date.Pupation,Pupal.Survival,Date.Pupal.Death,Date.Adult.Eclosion,Date.Adult.Death,Sex,Usage,Notes,Extract.Status,Date.Extracted,Extraction.Notes,Nanodrop.Conc,Nanodrop.260.280,Nanodrop.260.230,Approximate.Volume,Left.Wing.Length,Remove.From.Fitness.Count
Marin.29.119,MARIN29,D,7/8/22,Y,,,7/20/22,,,7/24/22,7/30/22,F,,,,,,,,,,,
Marin.29.120,MARIN29,D,7/8/22,Y,,,7/21/22,,,7/26/22,7/31/22,F,,,,,,,,,,3.439,
Marin.29.131,MARIN29,C,7/8/22,,,,7/24/22,,,7/31/22,8/5/22,M,,,Done,9/14/22,,24,1.99,2.56,200,NA,
Marin.29.132,MARIN29,C,7/8/22,,,,7/26/22,N,28-Jul,,,,,,,,,,,,,,
Marin.29.133,MARIN29,C,7/8/22,,,,7/26/22,,,8/1/22,8/10/22,F,,,,,,,,,,3.505,
Marin.29.134,MARIN29,C,7/8/22,,,,7/26/22,,,8/1/22,8/4/22,M,,,Done,9/23/22,,22.8,2.11,3.44,200,2.684,
Marin.29.135,MARIN29,C,7/8/22,,,,7/28/22,,,8/3/22,8/12/22,F,,,needs clean-up,9/8/22,,19.4,2.04,0.58,99,3.362,
Marin.29.136,MARIN29,C,7/8/22,,,,7/25/22,,,?,8/6/22,M,SomeMissing,,,,,,,,,,
Marin.29.137,MARIN29,C,7/8/22,,,,7/26/22,,,8/1/22,8/5/22,M,,,,,,,,,,3.31,
Marin.29.138,MARIN29,C,7/8/22,,,,7/26/22,,,8/2/22,8/4/22,M,,,,,,,,,,2.238,
Marin.29.139,MARIN29,C,7/8/22,,,,7/26/22,N,1-Aug,,,,,,,,,,,,,,
Marin.29.140,MARIN29,C,7/8/22,,,,7/26/22,,,8/1/22,8/5/22,M,,,,,,,,,,NA,
Marin.29.151,MARIN29,B,7/8/22,,,,8/2/22,,,8/12/22,8/24/22,M,,,,,,,,,,2.947,
Marin.29.152,MARIN29,B,7/8/22,,,,8/2/22,,,8/12/22,8/18/22,M,,,,,,,,,,NA,
Marin.29.153,MARIN29,B,7/8/22,,,,8/3/22,,,8/12/22,8/22/22,M,,,,,,,,,,2.733,
Marin.29.154,MARIN29,B,7/8/22,,,,8/5/22,,,8/14/22,8/20/22,M,,,Done,9/23/22,,15.4,1.97,4.52,200,2.806,
Marin.29.155,MARIN29,B,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
Marin.29.156,MARIN29,B,7/8/22,,,,7/31/22,,,8/11/22,NA.Lost,M,DontSequence,Sample lost as adult,,,,,,,,,
Marin.29.157,MARIN29,B,7/8/22,,,,8/1/22,N,6-Aug,,,,,,,,,,,,,,
Marin.29.158,MARIN29,B,7/8/22,,,,8/1/22,,,?,?,,DontSequence,,,,,,,,,,
Marin.29.159,MARIN29,B,7/8/22,,,,8/1/22,,,?,?,?,DontSequence,,,,,,,,,,
Marin.29.160A,MARIN29,B,7/8/22,,,,8/3/22,,,8/13/22,8/21/22,F,,,,,,,,,,3.541,
Marin.29.160B,MARIN29,B,7/8/22,,,,8/5/22,,,8/14/22,8/24/22,F,,,,,,,,,,3.26,
Marin.29.171,MARIN29,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Marin.29.172,MARIN29,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Marin.29.173,MARIN29,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Marin.29.174,MARIN29,A,7/8/22,N,9/7/22,,,,,,,,,Larva died sometime between 9/6 and 9/28. Recorded as 9/7,,,,,,,,,
Marin.29.175,MARIN29,A,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
Marin.29.176,MARIN29,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Marin.29.177,MARIN29,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Marin.29.178,MARIN29,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Marin.29.179,MARIN29,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Marin.29.180a,MARIN29,A,7/8/22,N,9/7/22,,,,,,,,,Larva died sometime between 9/6 and 9/28. Recorded as 9/7,,,,,,,,,
Marin.29.180b,MARIN29,A,7/8/22,N,7/15/22,,,,,,,,,,,,,,,,,,
Eug.03.001,EUG,F,7/8/22,N,7/17/22,,,,,,,,,,,,,,,,,,
Eug.03.002,EUG,F,7/8/22,N,7/14/22,,,,,,,,,,,,,,,,,,
Eug.03.003,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.004,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.005,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.006,EUG,F,7/8/22,N,7/15/22,,,,,,,,,,,,,,,,,,
Eug.03.007,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.008,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.009,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.010,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.011,EUG,F,7/8/22,N,7/17/22,,,,,,,,,,,,,,,,,,
Eug.03.012,EUG,F,7/8/22,N,7/14/22,,,,,,,,,,,,,,,,,,
Eug.03.013,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.014,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.015,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.016,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.017,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.018,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.019,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.020,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.021,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.022,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.023,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.024,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.025,EUG,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
Eug.03.026,EUG,F,7/8/22,N,7/20/22,,,,,,,,,,,,,,,,,,
Eug.03.027,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.028,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.029,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.030,EUG,F,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Eug.03.031,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.032,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.033,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.034,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.035,EUG,F,7/8/22,N,7/11/22,,,,,,,,,,,,,,,,,,
Eug.03.036,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.037,EUG,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.038,EUG,F,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Eug.03.039,EUG,F,7/8/22,N,7/11/22,,,,,,,,,,,,,,,,,,
Eug.03.040,EUG,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
Eug.03.051,EUG,E,7/8/22,Y,,,7/18/22,Y,,7/21/22,?,?,DontSequence,,,,,,,,,,
Eug.03.052,EUG,E,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Eug.03.053,EUG,E,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Eug.03.054,EUG,E,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Eug.03.055,EUG,E,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Eug.03.056,EUG,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/21/22,M,,,,,,,,,,,
Eug.03.057,EUG,E,7/8/22,Y,,,7/18/22,Y,,7/22/22,7/31/22,F,,,,,,,,,,2.838,
Eug.03.058,EUG,E,7/8/22,Y,,,7/18/22,N,22-Jul,,,,,,,,,,,,,,
Eug.03.059,EUG,E,7/8/22,Y,,,7/19/22,N,20-Jul,,,,,,,,,,,,,,
Eug.03.060,EUG,E,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.061,EUG,E,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/30/22,M,,,,,,,,,,2.873,
Eug.03.062,EUG,E,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/31/22,M,,,,,,,,,,NA,yes
Eug.03.063,EUG,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/30/22,F,,,Done,9/14/22,,10.2,1.96,2.82,,NA,yes
Eug.03.064,EUG,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/22/22,M,,,Done,9/23/22,,14.7,2.02,1.87,200,2.543,
Eug.03.065,EUG,E,7/8/22,Y,,,7/10/22,Y,,7/23/22,7/24/22,F,,,,,,,,,,,
Eug.03.066,EUG,E,7/8/22,Y,,,7/16/22,Y,,7/19/22,7/21/22,M,,,,,,,,,,,
Eug.03.067,EUG,E,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/21/22,M,,,,,,,,,,,
Eug.03.068,EUG,E,7/8/22,Y,,,7/17/22,Y,,7/22/22,7/28/22,?,,,,,,,,,,,
Eug.03.069,EUG,E,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.070,EUG,E,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.071,EUG,E,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/22/22,F,Remove,"Tube labaled ""Eug.71.23"". Also found a Eug.71 male dead 7/23",,,,,,,,,
Eug.03.072,EUG,E,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/22/22,M,,,,,,,,,,,
Eug.03.073,EUG,E,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/26/22,M,,,,,,,,,,2.605,
Eug.03.074,EUG,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/21/22,F,,,Done,9/9/22,,27.7,1.98,1.7,200,NA,
Eug.03.075,EUG,E,7/8/22,Y,,,7/18/22,,,7/22/22,8/2/22,F,,,,,,,,,,3.145,
Eug.03.076,EUG,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/21/22,M,,,Done,9/14/22,,14,1.96,2.12,,NA,
Eug.03.077,EUG,E,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/23/22,F,,,,,,,,,,,
Eug.03.078,EUG,E,7/8/22,Y,,,7/18/22,,,7/22/22,7/23/22,F,,,,,,,,,,,
Eug.03.079,EUG,E,7/8/22,Y,,,7/18/22,Y,,7/21/22,7/23/22,F,,,,,,,,,,,
Eug.03.080,EUG,E,7/8/22,N,7/14/22,,,,,,,,,,,,,,,,,,
Eug.03.081,EUG,E,7/8/22,Y,,,7/16/22,Y,,7/19/22,7/25/22,M,,,,,,,,,,2.5,
Eug.03.082,EUG,E,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/27/22,M,,,,,,,,,,,
Eug.03.083,EUG,E,7/8/22,Y,,,7/16/22,Y,,7/20/22,NA. Lost,,DontSequence,Lost as adult,,,,,,,,,
Eug.03.084,EUG,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/23/22,F,,,,,,,,,,NA,
Eug.03.085a,EUG,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/23/22,M,,,,,,,,,,,
Eug.03.085b,EUG,E,7/8/22,Y,,,7/18/22,,,7/21/22,7/24/22,F,,,Done,9/23/22,,30,2.05,3.16,200,3.008,
Eug.03.091,EUG,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,8/7/22,M,,,Done,9/14/22,,5.8,1.75,3.76,200,2.742,
Eug.03.092,EUG,D,7/8/22,Y,,,7/17/22,Y,,7/20/22,8/18/22,M,,,Done,,,7,1.86,4.77,200,2.652,
Eug.03.093,EUG,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,NA.lost,,DontSequence,NA. lost as adult 7/24,,,,,,,,,
Eug.03.094,EUG,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,NA.lost,,DontSequence,NA. lost as adult 7/24,,,,,,,,,
Eug.03.095,EUG,D,7/8/22,Y,,,7/18/22,N,20-Jul,,,,,,,,,,,,,,
Eug.03.096,EUG,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/23/22,F,,,,,,,,,,3.762,
Eug.03.097,EUG,D,7/8/22,Y,,,7/18/22,Y,,7/22/22,7/23/22,F,Remove,originally said adult eclosion was 7/21?,,,,,,,,,
Eug.03.098,EUG,D,7/8/22,Y,,,7/18/22,,NA. I killed,,,,Remove,,,,,,,,,,
Eug.03.099,EUG,D,7/8/22,N,7/18/22,,,,,,,,,,,,,,,,,,
Eug.03.100,EUG,D,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
Eug.03.101,EUG,D,7/8/22,Y,,,7/20/22,Y,,7/24/22,7/27/22,F,,,Done,9/14/22,,18.6,2,2.68,200,2.839,
Eug.03.102,EUG,D,7/8/22,,,,7/21/22,Y,,7/25/22,7/26/22,M,,,,,,,,,,,
Eug.03.103,EUG,D,7/8/22,,,,7/21/22,Y,,7/25/22,8/11/22,F,,,Done,9/9/22,,12.2,1.81,1.73,200,3.427,
Eug.03.104,EUG,D,7/8/22,,,,7/23/22,Y,,7/25/22,7/28/22,F,,,,,,,,,,3.827,
Eug.03.105,EUG,D,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Eug.03.106,EUG,D,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/23/22,M,,,,,,,,,,,
Eug.03.107,EUG,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,NA. Lost on 8/10,F,DontSequence,Lost sample on 8/10,,,,,,,,,
Eug.03.108,EUG,D,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/24/22,F,,,,,,,,,,,
Eug.03.109,EUG,D,7/8/22,Y,,,7/18/22,Y,,7/21/22,7/24/22,F,,,,,,,,,,2.525,
Eug.03.110,EUG,D,7/8/22,,,,7/22/22,,,7/26/22,8/13/22,F,,,Done,9/23/22,,19,2.1,2.45,200,NA,yes
Eug.03.111,EUG,D,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/25/22,M,,,,,,,,,,2.586,
Eug.03.112,EUG,D,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/25/22,M,,,,,,,,,,2.722,
Eug.03.113,EUG,D,7/8/22,Y,,,7/17/22,Y,,7/20/22,8/2/22,M,,,,,,,,,,3.051,
Eug.03.114,EUG,D,7/8/22,Y,,,7/17/22,,,7/21/22,7/23/22,F,,,,,,,,,,,
Eug.03.115,EUG,D,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/23/22,F,,,,,,,,,,3.27,
Eug.03.136,EUG,C,7/8/22,,,,7/23/22,Y,,7/30/22,8/9/22,M,,,,,,,,,,2.729,
Eug.03.137,EUG,C,7/8/22,,,,7/23/22,Y,,7/30/22,8/4/22,M,,,,,,,,,,NA,
Eug.03.138,EUG,C,7/8/22,,,,7/24/22,Y,,7/31/22,8/12/22,M,,,Done,9/23/22,,8.7,2.03,3.05,200,2.731,
Eug.03.139,EUG,C,7/8/22,,,,7/27/22,Y,,8/3/22,8/10/22,F,,,,,,,,,,NA,
Eug.03.140,EUG,C,7/8/22,N,7/18/22,,,,,,,,,,,,,,,,,,
Eug.03.146,EUG,C,7/8/22,,,,7/22/22,Y,,7/29/22,8/6/22,M,,,,,,,,,,,
Eug.03.147,EUG,C,7/8/22,,,,7/25/22,Y,,7/30/22,8/4/22,M,,,,,,,,,,,
Eug.03.148,EUG,C,7/8/22,,,,7/25/22,Y,,7/31/22,8/1/22,M,,,Done,9/14/22,,21.7,2.15,2.82,200,NA,
Eug.03.149,EUG,C,7/8/22,,,,7/26/22,Y,,8/2/22,8/7/22,F,,,Done,9/9/22,,21.5,1.96,1.78,200,NA,
Eug.03.150,EUG,C,7/8/22,,,,7/26/22,Y,,8/2/22,8/6/22,F,,,,,,,,,,3.417,
Eug.03.151,EUG,B,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.152,EUG,B,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.153,EUG,B,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.154,EUG,B,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.155a,EUG,B,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.155b,EUG,B,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.156,EUG,B,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.157,EUG,B,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.158,EUG,B,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.159,EUG,B,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.171,EUG,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.172,EUG,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.173,EUG,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.174,EUG,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.175,EUG,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.176,EUG,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.177,EUG,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.178,EUG,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.179,EUG,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.180A,EUG,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
Eug.03.180B,EUG,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
WAW.12.001,WAW,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
WAW.12.002,WAW,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
WAW.12.003,WAW,F,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
WAW.12.004,WAW,F,7/8/22,N,7/11/22,,,,,,,,,,,,,,,,,,
WAW.12.005,WAW,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
WAW.12.006,WAW,F,7/8/22,Y,,,7/21/22,N,23-Jul,,,,,,,,,,,,,,
WAW.12.007,WAW,F,7/8/22,N,7/23/22,,,,,,,,,,,,,,,,,,
WAW.12.008,WAW,F,7/8/22,N,7/17/22,,,,,,,,,,,,,,,,,,
WAW.12.009,WAW,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
WAW.12.010,WAW,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
WAW.12.011,WAW,F,7/8/22,Y,,,7/18/22,Y,,7/21/22,7/21/22,F,,,Done,9/15/22,,25.6,2.16,1.97,200,2.019,
WAW.12.012,WAW,F,7/8/22,Y,,,7/18/22,N,20-Jul,,,,,,,,,,,,,,
WAW.12.013,WAW,F,7/8/22,N,7/28/22,,,,,,,,,,,,,,,,,,
WAW.12.014,WAW,F,7/8/22,N,7/22/22,,,,,,,,,,,,,,,,,,
WAW.12.015,WAW,F,7/8/22,N,7/16/22,,,,,,,,,,,,,,,,,,
WAW.12.016,WAW,F,7/8/22,Y,,,7/21/22,N,25-Jul,,,,,,,,,,,,,,
WAW.12.017,WAW,F,7/8/22,N,7/29/22,,,,,,,,,,,,,,,,,,
WAW.12.018,WAW,F,7/8/22,N,7/23/22,,,,,,,,,,,,,,,,,,
WAW.12.019,WAW,F,7/8/22,N,7/22/22,,,,,,,,,,,,,,,,,,
WAW.12.020,WAW,F,7/8/22,N,7/22/22,,,,,,,,,,,,,,,,,,
WAW.12.021,WAW,F,7/8/22,Y,,,7/19/22,N,21-Jul,,,,,,,,,,,,,,
WAW.12.022,WAW,F,7/8/22,Y,,,7/20/22,N,23-Jul,,,,,,,,,,,,,,
WAW.12.023,WAW,F,7/8/22,N,7/23/22,,,,,,,,,,,,,,,,,,
WAW.12.024,WAW,F,7/8/22,N,7/21/22,,,,,,,,,,,,,,,,,,
WAW.12.025,WAW,F,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
WAW.12.026,WAW,F,7/8/22,Y,,,7/19/22,N,22-Jul,,,,,,,,,,,,,,
WAW.12.027,WAW,F,7/8/22,N,7/22/22,,,,,,,,,,,,,,,,,,
WAW.12.028,WAW,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
WAW.12.029,WAW,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
WAW.12.030,WAW,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
WAW.12.031,WAW,F,7/8/22,Y,,,7/21/22,N,24-Jul,,,,,,,,,,,,,,
WAW.12.032,WAW,F,7/8/22,Y,,,7/21/22,N,22-Jul,,,,,,,,,,,,,,
WAW.12.033,WAW,F,7/8/22,N,7/26/22,,,,,,,,,,,,,,,,,,
WAW.12.034,WAW,F,7/8/22,N,7/23/22,,,,,,,,,,,,,,,,,,
WAW.12.035,WAW,F,7/8/22,N,7/11/22,,,,,,,,,,,,,,,,,,
WAW.12.036,WAW,F,7/8/22,Y,,,7/18/22,N,21-Jul,,,,,,,,,,,,,,
WAW.12.037,WAW,F,7/8/22,N,7/27/22,,,,,,,,,,,,,,,,,,
WAW.12.038,WAW,F,7/8/22,N,7/22/22,,,,,,,,,,,,,,,,,,
WAW.12.039,WAW,F,7/8/22,N,7/20/22,,,,,,,,,,,,,,,,,,
WAW.12.040,WAW,F,7/8/22,N,7/18/22,,,,,,,,,,,,,,,,,,
WAW.12.041,WAW,F,7/8/22,Y,,,7/19/22,N,21-Jul,,,,,,,,,,,,,,
WAW.12.042,WAW,F,7/8/22,N,8/2/22,,,,,,,,,,,,,,,,,,
WAW.12.043,WAW,F,7/8/22,N,7/30/22,,,,,,,,,,,,,,,,,,
WAW.12.044,WAW,F,7/8/22,N,7/28/22,,,,,,,,,,,,,,,,,,
WAW.12.045a,WAW,F,7/8/22,N,7/18/22,,,,,,,,,,,,,,,,,,
WAW.12.045b,WAW,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
WAW.12.046,WAW,F,7/8/22,Y,,,7/17/22,N,20-Jul,,,,,,,,,,,,,,
WAW.12.047,WAW,F,7/8/22,N,7/30/22,,,,,,,,,,,,,,,,,,
WAW.12.048,WAW,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
WAW.12.049,WAW,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
WAW.12.050A,WAW,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
WAW.12.050B,WAW,F,7/8/22,N,8/6/22,,,,,,,,,,,,,,,,,,
WAW.12.051,WAW,E,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/24/22,M,,,,,,,,,,,
WAW.12.052,WAW,E,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/30/22,M,,,,,,,,,,2.509,
WAW.12.053,WAW,E,7/8/22,Y,,,7/19/22,,,7/22/22,7/24/22,F,,,,,,,,,,,
WAW.12.054,WAW,E,7/8/22,Y,,,7/20/22,,,7/24/22,7/25/22,F,,,,,,,,,,,
WAW.12.055,WAW,E,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
WAW.12.056,WAW,E,7/8/22,Y,,,7/17/22,N,20-Jul,,,,,,,,,,,,,,
WAW.12.057,WAW,E,7/8/22,Y,,,7/17/22,N,21-Jul,,,,,,,,,,,,,,
WAW.12.058,WAW,E,7/8/22,Y,,,7/18/22,Y,,7/21/22,7/23/22,F,,,,,,,,,,2.885,
WAW.12.059,WAW,E,7/8/22,Y,,,7/19/22,,,7/22/22,7/23/22,F,,,,,,,,,,3.094,
WAW.12.060,WAW,E,7/8/22,N,7/16/22,,,,,,,,,,,,,,,,,,
WAW.12.061,WAW,E,7/8/22,Y,,,7/16/22,Y,,7/19/22,7/21/22,M,,,Done,9/9/22,,13.9,1.87,1.99,200,NA,
WAW.12.062,WAW,E,7/8/22,Y,,,7/16/22,Y,,7/19/22,7/20/22,M,,,Done,9/15/22,,15,2.27,7.41,200,2.552,
WAW.12.063,WAW,E,7/8/22,Y,,,7/18/22,,,7/22/22,8/1/22,F,,,,,,,,,,2.85,
WAW.12.064,WAW,E,7/8/22,Y,,,7/20/22,,,7/23/22,7/24/22,F,,,,,,,,,,,
WAW.12.065,WAW,E,7/8/22,N,7/17/22,,,,,,,,,,,,,,,,,,
WAW.12.066,WAW,E,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/22/22,M,,,,,,,,,,,
WAW.12.067,WAW,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,?,?,DontSequence,,,,,,,,,,
WAW.12.068,WAW,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/27/22,F,,,,,,,,,,,
WAW.12.069,WAW,E,7/8/22,Y,,,7/18/22,Y,,7/21/22,7/23/22,F,,,,,,,,,,,
WAW.12.070,WAW,E,7/8/22,Y,,,7/20/22,,,7/23/22,7/29/22,M,,,,,,,,,,,
WAW.12.071,WAW,E,7/8/22,Y,,,7/16/22,Y,,7/19/22,7/23/22,F,,,,,,,,,,3.015,
WAW.12.072,WAW,E,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/22/22,M,,,,,,,,,,2.387,
WAW.12.073,WAW,E,7/8/22,Y,,,7/19/22,,,7/24/22,8/4/22,F,,,,,,,,,,2.74,
WAW.12.074,WAW,E,7/8/22,Y,,,7/21/22,,,?,?,?,DontSequence,,,,,,,,,,
WAW.12.075,WAW,E,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
WAW.12.076,WAW,E,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/31/22,M,,,,,,,,,,2.661,
WAW.12.077,WAW,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/28/22,F,,,,,,,,,,,
WAW.12.078,WAW,E,7/8/22,Y,,,7/18/22,Y,,7/21/22,7/23/22,M,,,,,,,,,,,
WAW.12.079,WAW,E,7/8/22,Y,,,7/19/22,,,7/23/22,7/24/22,F,,,,,,,,,,,
WAW.12.080,WAW,E,7/8/22,Y,,,7/20/22,,,7/23/22,7/24/22,F,,,,,,,,,,,
WAW.12.081,WAW,E,7/8/22,Y,,,7/16/22,N,19-Jul,,,,,,,,,,,,,,
WAW.12.082,WAW,E,7/8/22,Y,,,7/16/22,Y,,7/19/22,7/27/22,M,,"Notes says ""tape""?",,,,,,,,,
WAW.12.083,WAW,E,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/23/22,F,,,,,,,,,,NA,
WAW.12.084,WAW,E,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/29/22,M,,,,,,,,,,,
WAW.12.085a,WAW,E,7/8/22,Y,,,7/18/22,Y,,7/21/22,7/23/22,F,,,,,,,,,,,
WAW.12.085b,WAW,E,7/8/22,Y,,,7/21/22,,,7/24/22,7/27/22,M,,,Done,9/26/22,,23.4,2.1,2.62,200,NA,
