"","SampleID","Population","Temp.Treatment","Date.Started","Larval.Survival","Date.Larval.Death","Larval.Diapause","Date.Pupation","Pupal.Survival","Date.Pupal.Death","Date.Adult.Eclosion","Date.Adult.Death","Sex","Usage","Left.Wing.Length","Remove.From.Fitness.Count","Length.Larval.Dev","Length.Pupal.Dev","Length.Juvenile.Dev","LarvalDevRate","PupalDevRate","JuvenileDevRate","Juvenile.Survival","AdultLifespan","EggCount","fitness","SexWeightedFitness"
"853","WAW.12.185","WAW",5.49,2022-07-08,"0",2022-07-30,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"854","WAW.12.186","WAW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"855","WAW.12.187","WAW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"856","WAW.12.188","WAW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"857","WAW.12.189","WAW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"858","WAW.12.190","WAW",5.49,2022-07-08,"0",2022-08-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"859","SB.04.001","SB",32.18,2022-07-08,"1",NA,"n",2022-07-20,"0","21-Jul",NA,NA,"","",NA,"",13,NA,NA,0.0769230769230769,NA,NA,"0",NA,NA,0,0
"860","SB.04.002","SB",32.18,2022-07-08,"0",2022-07-26,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"861","SB.04.003","SB",32.18,2022-07-08,"0",2022-07-25,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"862","SB.04.004","SB",32.18,2022-07-08,"0",2022-07-24,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"863","SB.04.005a","SB",32.18,2022-07-08,"0",2022-07-24,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"864","SB.04.005b","SB",32.18,2022-07-08,"0",2022-07-22,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"865","SB.04.005c","SB",32.18,2022-07-08,"0",2022-07-19,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"866","SB.04.005d","SB",32.18,2022-07-08,"0",2022-07-18,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"867","SB.04.005e","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"868","SB.04.005f","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"869","SB.04.006","SB",32.18,2022-07-08,"1",NA,"n",2022-07-20,"0","23-Jul",NA,NA,"","",NA,"",13,NA,NA,0.0769230769230769,NA,NA,"0",NA,NA,0,0
"870","SB.04.007","SB",32.18,2022-07-08,"1",NA,"n",2022-07-21,"0","24-Jul",NA,NA,"","",NA,"",14,NA,NA,0.0714285714285714,NA,NA,"0",NA,NA,0,0
"871","SB.04.008","SB",32.18,2022-07-08,NA,NA,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"872","SB.04.009","SB",32.18,2022-07-08,NA,NA,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"873","SB.04.010a","SB",32.18,2022-07-08,"0",2022-07-19,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"874","SB.04.010b","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"875","SB.04.010c","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"876","SB.04.010d","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"877","SB.04.010e","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"878","SB.04.010f","SB",32.18,2022-07-08,"0",2022-07-11,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"879","SB.04.011","SB",32.18,2022-07-08,"0",2022-07-24,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"880","SB.04.012","SB",32.18,2022-07-08,"0",2022-07-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"881","SB.04.013","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"882","SB.04.014","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"883","SB.04.015a","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"884","SB.04.015b","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"885","SB.04.015c","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"886","SB.04.015d","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"887","SB.04.015e","SB",32.18,2022-07-08,"0",2022-07-12,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"888","SB.04.015f","SB",32.18,2022-07-08,"0",2022-07-11,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"889","SB.04.016","SB",32.18,2022-07-08,"0",2022-08-02,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"890","SB.04.017","SB",32.18,2022-07-08,"0",2022-07-25,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"891","SB.04.018","SB",32.18,2022-07-08,"0",2022-07-22,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"892","SB.04.019","SB",32.18,2022-07-08,"0",2022-07-11,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"893","SB.04.020","SB",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"894","SB.04.021","SB",32.18,2022-07-08,"1",NA,"n",2022-07-24,"0","26-Jul",NA,NA,"","",NA,"",17,NA,NA,0.0588235294117647,NA,NA,"0",NA,NA,0,0
"895","SB.04.022","SB",32.18,2022-07-08,"0",2022-07-30,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"896","SB.04.023","SB",32.18,2022-07-08,"0",2022-07-26,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"897","SB.04.024","SB",32.18,2022-07-08,"0",2022-07-25,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"898","SB.04.025a","SB",32.18,2022-07-08,"0",2022-07-22,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"899","SB.04.025b","SB",32.18,2022-07-08,"0",2022-07-22,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"900","SB.04.025c","SB",32.18,2022-07-08,"0",2022-07-19,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"901","SB.04.025d","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"902","SB.04.025e","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"903","SB.04.025f","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"904","SB.04.025g","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"905","SB.04.026","SB",32.18,2022-07-08,"0",2022-07-17,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"906","SB.04.027","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"907","SB.04.028","SB",32.18,2022-07-08,"0",2022-07-12,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"908","SB.04.029","SB",32.18,2022-07-08,"0",2022-07-12,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"909","SB.04.030","SB",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"910","SB.04.031","SB",32.18,2022-07-08,"0",2022-07-29,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"911","SB.04.032","SB",32.18,2022-07-08,"0",2022-07-26,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"912","SB.04.033","SB",32.18,2022-07-08,"0",2022-07-25,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"913","SB.04.034","SB",32.18,2022-07-08,"0",2022-07-22,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"914","SB.04.035","SB",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"915","SB.04.036","SB",32.18,2022-07-08,"0",2022-08-03,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"916","SB.04.037","SB",32.18,2022-07-08,"0",2022-07-27,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"917","SB.04.038","SB",32.18,2022-07-08,"0",2022-07-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"918","SB.04.039","SB",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"919","SB.04.040","SB",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"920","SB.04.041","SB",32.18,2022-07-08,"0",2022-07-18,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"921","SB.04.042","SB",32.18,2022-07-08,"0",2022-07-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"922","SB.04.043","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"923","SB.04.044","SB",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"924","SB.04.045","SB",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"925","SB.04.046","SB",32.18,2022-07-08,"1",NA,"n",2022-07-22,"1",NA,2022-07-25,2022-07-26,"F","",NA,"",15,3,18,0.0666666666666667,0.333333333333333,0.0555555555555556,"1",1,NA,0,0
"926","SB.04.047","SB",32.18,2022-07-08,"0",2022-07-27,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"927","SB.04.048","SB",32.18,2022-07-08,"0",2022-07-22,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"928","SB.04.049","SB",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"929","SB.04.050","SB",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"930","SB.04.051","SB",27.5,2022-07-08,"1",NA,"n",2022-07-16,"1",NA,2022-07-20,2022-07-22,"F","",2.788,"",9,4,13,0.111111111111111,0.25,0.0769230769230769,"1",2,55.14804,0,0
"931","SB.04.052","SB",27.5,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-21,2022-07-22,"F","",2.755,"",10,4,14,0.1,0.25,0.0714285714285714,"1",1,53.45415,0,0
"932","SB.04.053","SB",27.5,2022-07-08,"1",NA,"n",2022-07-17,"0","19-Jul",NA,NA,"","",NA,"",10,NA,NA,0.1,NA,NA,"0",NA,NA,0,0
"933","SB.04.054","SB",27.5,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-24,"F","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",2,NA,0,0
"935","SB.04.056","SB",27.5,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-20,2022-07-28,"F","",NA,"",10,3,13,0.1,0.333333333333333,0.0769230769230769,"1",8,NA,0,0
"936","SB.04.057","SB",27.5,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-24,"F","",NA,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",1,NA,0,0
"937","SB.04.058","SB",27.5,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-22,2022-07-23,"F","",NA,"",12,3,15,0.0833333333333333,0.333333333333333,0.0666666666666667,"1",1,NA,0,0
"938","SB.04.059","SB",27.5,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-24,2022-07-26,"F","",NA,"",13,4,17,0.0769230769230769,0.25,0.0588235294117647,"1",2,NA,0,0
"939","SB.04.060","SB",27.5,2022-07-08,"0",2022-07-19,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"940","SB.04.061","SB",27.5,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-20,2022-07-21,"M","",2.422,"",10,3,13,0.1,0.333333333333333,0.0769230769230769,"1",1,36.36126,0,0
"941","SB.04.062","SB",27.5,2022-07-08,"1",NA,"n",2022-07-18,"0","23-Jul",NA,NA,"","",NA,"",11,NA,NA,0.0909090909090909,NA,NA,"0",NA,NA,0,0
"942","SB.04.063","SB",27.5,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-22,2022-08-08,"F","",2.803,"",12,3,15,0.0833333333333333,0.333333333333333,0.0666666666666667,"1",17,55.91799,27.958995,25.6920494594595
"943","SB.04.064","SB",27.5,2022-07-08,"1",NA,"n",2022-07-21,"1",NA,2022-07-25,2022-08-03,"F","",NA,"",14,4,18,0.0714285714285714,0.25,0.0555555555555556,"1",9,NA,0,0
"944","SB.04.065","SB",27.5,2022-07-08,"0",2022-07-29,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"945","SB.04.066","SB",27.5,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-23,"F","",2.409,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",1,35.69397,0,0
"947","SB.04.068","SB",27.5,2022-07-08,"0",2022-08-01,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"948","SB.04.069","SB",27.5,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"949","SB.04.070","SB",27.5,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"950","SB.04.071","SB",27.5,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-20,2022-07-22,"M","",2.405,"",10,3,13,0.1,0.333333333333333,0.0769230769230769,"1",2,35.48865,0,0
"951","SB.04.072","SB",27.5,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-20,2022-07-23,"M","",NA,"",10,3,13,0.1,0.333333333333333,0.0769230769230769,"1",3,NA,0,0
"952","SB.04.073","SB",27.5,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-21,2022-08-01,"F","",2.822,"",11,3,14,0.0909090909090909,0.333333333333333,0.0714285714285714,"1",11,56.89326,28.44663,26.1401464864865
"953","SB.04.074","SB",27.5,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-28,"F","",NA,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",5,NA,0,0
"954","SB.04.075","SB",27.5,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"955","SB.04.076","SB",27.5,2022-07-08,"1",NA,"n",2022-07-16,"1",NA,2022-07-20,2022-07-21,"M","",2.347,"",9,4,13,0.111111111111111,0.25,0.0769230769230769,"1",1,32.51151,0,0
"956","SB.04.077","SB",27.5,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-21,2022-07-23,"?","",NA,"",11,3,14,0.0909090909090909,0.333333333333333,0.0714285714285714,"1",2,NA,0,0
"957","SB.04.078","SB",27.5,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-30,"F","",NA,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",7,NA,0,0
"958","SB.04.079","SB",27.5,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-21,2022-07-28,"M","",2.364,"",12,2,14,0.0833333333333333,0.5,0.0714285714285714,"1",7,33.38412,0,0
"959","SB.04.080","SB",27.5,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"960","SB.04.081","SB",27.5,2022-07-08,"1",NA,"n",2022-07-16,"1",NA,2022-07-19,2022-07-24,"M","",2.279,"",9,3,12,0.111111111111111,0.333333333333333,0.0833333333333333,"1",5,29.02107,0,0
"961","SB.04.082","SB",27.5,2022-07-08,"1",NA,"n",2022-07-17,"0","21-Jul",NA,NA,"","",NA,"",10,NA,NA,0.1,NA,NA,"0",NA,NA,0,0
"963","SB.04.084","SB",27.5,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-20,2022-07-22,"F","",NA,"",10,3,13,0.1,0.333333333333333,0.0769230769230769,"1",2,NA,0,0
"964","SB.04.085","SB",27.5,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-22,2022-07-24,"F","",NA,"",12,3,15,0.0833333333333333,0.333333333333333,0.0666666666666667,"1",2,NA,0,0
"965","SB.04.086","SB",27.5,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-21,2022-07-23,"F","",NA,"",10,4,14,0.1,0.25,0.0714285714285714,"1",2,NA,0,0
"966","SB.04.087","SB",27.5,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-20,2022-07-23,"M","",2.457,"",10,3,13,0.1,0.333333333333333,0.0769230769230769,"1",3,38.15781,0,0
"967","SB.04.088","SB",27.5,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-20,2022-07-21,"M","",2.497,"",10,3,13,0.1,0.333333333333333,0.0769230769230769,"1",1,40.21101,0,0
"968","SB.04.089","SB",27.5,2022-07-08,"1",NA,"n",2022-07-17,"0","19-Jul",NA,NA,"","",NA,"",10,NA,NA,0.1,NA,NA,"0",NA,NA,0,0
"969","SB.04.090","SB",27.5,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-08-04,"F","",2.655,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",12,48.32115,24.160575,22.2016094594595
"970","SB.04.091","SB",23.75,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-21,2022-07-31,"M","",2.403,"",10,4,14,0.1,0.25,0.0714285714285714,"1",10,35.38599,17.692995,23.59066
"971","SB.04.092","SB",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-08-03,"F","",3.164,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",12,74.44812,37.22406,49.63208
"972","SB.04.093","SB",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-23,"F","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",1,NA,0,0
"973","SB.04.094","SB",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-26,"M","",2.495,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",4,40.10835,0,0
"974","SB.04.095","SB",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-29,"F","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",7,NA,0,0
"975","SB.04.096","SB",23.75,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-21,2022-07-30,"M","",NA,"",10,4,14,0.1,0.25,0.0714285714285714,"1",9,NA,0,0
"976","SB.04.097","SB",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-25,"F","",3.463,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",3,89.79579,0,0
"977","SB.04.098","SB",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-24,"F","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",2,NA,0,0
"978","SB.04.099","SB",23.75,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-25,2022-08-07,"F","",3.007,"",13,5,18,0.0769230769230769,0.2,0.0555555555555556,"1",13,66.38931,33.194655,44.25954
"979","SB.04.100","SB",23.75,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-24,2022-08-02,"F","",2.565,"",13,4,17,0.0769230769230769,0.25,0.0588235294117647,"1",9,43.70145,0,0
"980","SB.04.101","SB",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-25,"M","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",3,NA,0,0
"981","SB.04.102","SB",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-24,"F","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",2,NA,0,0
"982","SB.04.103","SB",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-25,"F","",NA,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",2,NA,0,0
"983","SB.04.104","SB",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-25,"F","",3.462,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",2,89.74446,0,0
"985","SB.04.106","SB",23.75,2022-07-08,"1",NA,"n",2022-07-17,"0","20-Jul",NA,NA,"","",NA,"",10,NA,NA,0.1,NA,NA,"0",NA,NA,0,0
"987","SB.04.108","SB",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-30,"F","",NA,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",7,NA,0,0
"988","SB.04.109","SB",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-08-01,"F","",2.91,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",9,61.4103,0,0
"989","SB.04.110","SB",23.75,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-24,2022-08-07,"F","",3.03,"",13,4,17,0.0769230769230769,0.25,0.0588235294117647,"1",14,67.5699,33.78495,45.0466
"990","SB.04.111","SB",23.75,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-21,2022-07-24,"F","",NA,"",10,4,14,0.1,0.25,0.0714285714285714,"1",3,NA,0,0
"991","SB.04.112","SB",23.75,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-21,2022-08-01,"M","",2.571,"",10,4,14,0.1,0.25,0.0714285714285714,"1",11,44.00943,22.004715,29.33962
"992","SB.04.113","SB",23.75,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-21,2022-07-23,"M","",NA,"",10,4,14,0.1,0.25,0.0714285714285714,"1",2,NA,0,0
"993","SB.04.114","SB",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-24,"F","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",2,NA,0,0
"994","SB.04.115","SB",23.75,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"995","SB.04.116","SB",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-25,"F","",3.075,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",3,69.87975,0,0
"996","SB.04.117","SB",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-23,"F","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",1,NA,0,0
